Felyne Carver (Hi)
Felyne Carver (Lo)
Felyne Medic
Felyne Black Belt
Felyne Pyro
Felyne Specialist
Felyne Defender (Hi)
Felyne Defender (Lo)
Felyne Hornblower
Felyne Woodsman
Felyne Charisma
Felyne Combiner (Hi)
Felyne Combiner (Lo)
Felyne Gatherer
Felyne Sharpshooter
Ultra Lucky Cat
Lucky Cat
Felyne Heroics
Felyne Great Break
Felyne Escape Artist
Felyne Hurler
Felyne Courage
Felyne Supercat
Felyne Strongcat
Fraidy Cat
Felyne Explorer
Felyne Exchanger
Felyne Riser (Hi)
Felyne Riser (Lo)
Felyne Temper
Felyne Kickboxer
Felyne Fighter
Felyne Climber (Hi)
Felyne Climber (Lo)
Felyne Supercarver
Felyne Lander
Cool Cat
Felyne Bulldozer
Felyne Foodie
Felyne Slugger
Crazy Lucky Cat
Felyne Blaster
Felyne Bombardier
Felyne Moxie
Felyne Dungmaster
Felyne Groomer
Felyne Firewalker
Felyne Slider
Felyne Oracle
Felyne Polisher
